true_class,Gourd,Hibiscus,Papaya,Zucchini
Gourd,0.998731334055164,0.0,0.0,0.0012686659448359317
Hibiscus,0.0,0.999129647119666,0.0,0.0008703528803339817
Papaya,0.0,0.0,1.0,0.0
Zucchini,0.0029396755444550003,0.0,0.0,0.997060324455545
