dataset,dataset_code,seed,method,umap_dim,n_clusters,ari_all,ari_kept,nmi_all,nmi_kept,ami_all,ami_kept,homogeneity_all,homogeneity_kept,completeness_all,completeness_kept,v_measure_all,v_measure_kept,coverage,acc_kept,conservative_accuracy
MCLD-11,M_new,55,kmeans_distance_reject,100,60,0.2472534203022388,0.2601887261837731,0.6552787593345331,0.6681854161298186,0.6481247294801155,0.6584069811537602,0.8960331858386521,0.9073314312666764,0.5165006268223475,0.5288072886827608,0.6552787593345332,0.6681854161298186,0.7133415943824866,0.9044585987261148,0.6451879388682362
DFLD-BR-4,G_new,11,all3,100,60,0.09666995160252992,0.11700574206135962,0.4982351404961824,0.5131086190012584,0.4936502513819733,0.5070101008922209,0.9970028990305676,0.9957107086316616,0.3320976226945576,0.34560192351130964,0.4982351404961824,0.5131086190012584,0.6640750670241287,0.998788857488898,0.6632707774798927
DFLD-BR-4,G_new,11,any2,100,60,0.09666995160252992,0.09699888408666743,0.4982351404961824,0.4985336252478604,0.4936502513819733,0.4937165611701758,0.9970028990305676,0.9968561617942134,0.3320976226945576,0.3323792110879443,0.4982351404961824,0.4985336252478604,0.9528150134048258,0.9991558806978053,0.9520107238605898
DFLD-BR-4,G_new,11,kmeans,100,60,0.09666995160252992,0.09666995160252992,0.4982351404961824,0.4982351404961824,0.4936502513819733,0.4936502513819733,0.9970028990305676,0.9970028990305676,0.3320976226945576,0.3320976226945576,0.4982351404961824,0.4982351404961824,1.0,0.999195710455764,0.999195710455764
DFLD-BR-4,G_new,11,birch,100,60,0.10815972125396307,0.10815972125396307,0.5045000355278141,0.5045000355278141,0.49988937728990895,0.49988937728990895,0.9970256561652198,0.9970256561652198,0.3376852390319866,0.3376852390319866,0.504500035527814,0.504500035527814,1.0,0.999195710455764,0.999195710455764
DFLD-BR-4,G_new,11,agg,100,60,0.10117879051987104,0.10117879051987104,0.5005011331669145,0.5005011331669145,0.4959115379892203,0.4959115379892203,0.9970902683641442,0.9970902683641442,0.3341043653652093,0.3341043653652093,0.5005011331669145,0.5005011331669145,1.0,0.999195710455764,0.999195710455764
DFLD-BR-4,G_new,11,kmeans_distance_reject,100,60,0.09666995160252992,0.09670571186735608,0.4982351404961824,0.4974636223375874,0.4936502513819733,0.4903370610085757,0.9970028990305676,0.9985451215440084,0.3320976226945576,0.3312423681717752,0.4982351404961824,0.4974636223375874,0.6640750670241287,0.9995962858296328,0.6638069705093834
DFLD-BR-4,G_new,22,all3,100,60,0.09944697639354724,0.11440601897877554,0.4986575751000588,0.5090052859356174,0.4940625943897432,0.5025844205059934,0.9952103682012076,0.9958679435072072,0.3326729080026297,0.3418706317723478,0.4986575751000588,0.5090052859356174,0.646916890080429,0.9987567343555741,0.646112600536193
DFLD-BR-4,G_new,22,any2,100,60,0.09944697639354724,0.09932658760869822,0.4986575751000588,0.4993045746229002,0.4940625943897432,0.4944453537088922,0.9952103682012076,0.9949479972015964,0.3326729080026297,0.33327850940392056,0.4986575751000588,0.4993045746229002,0.9461126005361931,0.9985831680362708,0.9447721179624664
DFLD-BR-4,G_new,22,kmeans,100,60,0.09944697639354724,0.09944697639354724,0.4986575751000588,0.4986575751000588,0.4940625943897432,0.4940625943897432,0.9952103682012076,0.9952103682012076,0.3326729080026297,0.3326729080026297,0.4986575751000588,0.4986575751000588,1.0,0.9986595174262736,0.9986595174262736
DFLD-BR-4,G_new,22,birch,100,60,0.10387928101875638,0.10387928101875638,0.5007855604390561,0.5007855604390561,0.4961837416368344,0.4961837416368344,0.9949135496321344,0.9949135496321344,0.33460338516414184,0.33460338516414184,0.5007855604390561,0.5007855604390561,1.0,0.9986595174262736,0.9986595174262736
DFLD-BR-4,G_new,22,agg,100,60,0.10212275804301396,0.10212275804301396,0.5004444292383153,0.5004444292383153,0.4958389253881586,0.4958389253881586,0.9951270095472956,0.9951270095472956,0.33427477692674223,0.33427477692674223,0.5004444292383153,0.5004444292383153,1.0,0.9986595174262736,0.9986595174262736
DFLD-BR-4,G_new,22,kmeans_distance_reject,100,60,0.09944697639354724,0.100411334446181,0.4986575751000588,0.5023406947596158,0.4940625943897432,0.4951259572147574,0.9952103682012076,1.0,0.3326729080026297,0.33541720269883873,0.4986575751000588,0.5023406947596161,0.646916890080429,1.0,0.646916890080429
DFLD-BR-4,G_new,33,all3,100,60,0.09790396514338877,0.11947482208321672,0.4987936924898732,0.5154915983030969,0.4942080607354692,0.509466151313116,0.996998458573678,0.9953073727158948,0.3325946161416259,0.3478167835430293,0.4987936924898733,0.5154915983030968,0.6252010723860589,0.9987135506003432,0.6243967828418231
DFLD-BR-4,G_new,33,any2,100,60,0.09790396514338877,0.0953862098847531,0.4987936924898732,0.4961151790732747,0.4942080607354692,0.4911995566167819,0.996998458573678,0.9967977999784928,0.3325946161416259,0.33023905497498285,0.4987936924898733,0.4961151790732747,0.9402144772117963,0.9991445680068436,0.9394101876675603
DFLD-BR-4,G_new,33,kmeans,100,60,0.09790396514338877,0.09790396514338877,0.4987936924898732,0.4987936924898732,0.4942080607354692,0.4942080607354692,0.996998458573678,0.996998458573678,0.3325946161416259,0.3325946161416259,0.4987936924898733,0.4987936924898733,1.0,0.999195710455764,0.999195710455764
DFLD-BR-4,G_new,33,birch,100,60,0.10268064427709472,0.10268064427709472,0.5012854596400822,0.5012854596400822,0.4966857902865178,0.4966857902865178,0.9969311794149396,0.9969311794149396,0.33482167972304866,0.33482167972304866,0.5012854596400823,0.5012854596400823,1.0,0.999195710455764,0.999195710455764
DFLD-BR-4,G_new,33,agg,100,60,0.10267282802998162,0.10267282802998162,0.5015796292263901,0.5015796292263901,0.4969778434219662,0.4969778434219662,0.9968325185659508,0.9968325185659508,0.3350953520582789,0.3350953520582789,0.5015796292263901,0.5015796292263901,1.0,0.999195710455764,0.999195710455764
DFLD-BR-4,G_new,33,kmeans_distance_reject,100,60,0.09790396514338877,0.09368375471997664,0.4987936924898732,0.4939661196333129,0.4942080607354692,0.4863048742818572,0.996998458573678,0.9971985556214452,0.3325946161416259,0.32829387274642685,0.4987936924898733,0.493966119633313,0.6252010723860589,0.9991423670668954,0.6246648793565683
DFLD-BR-4,G_new,44,all3,100,60,0.098390237709642,0.1082687870678062,0.4981800937756102,0.502065825154013,0.49358464259457596,0.495591102891753,0.9950067033576954,0.9956609278469822,0.3322707225308533,0.33566244827080804,0.4981800937756101,0.5020658251540131,0.6501340482573726,0.998762886597938,0.6493297587131367
DFLD-BR-4,G_new,44,any2,100,60,0.098390237709642,0.0979157431044999,0.4981800937756102,0.4974654019225268,0.49358464259457596,0.4926819060153066,0.9950067033576954,0.9948318225294362,0.3322707225308533,0.3316546006646828,0.4981800937756101,0.4974654019225269,0.9640750670241287,0.9986095661846496,0.9627345844504022
DFLD-BR-4,G_new,44,kmeans,100,60,0.098390237709642,0.098390237709642,0.4981800937756102,0.4981800937756102,0.49358464259457596,0.49358464259457596,0.9950067033576954,0.9950067033576954,0.3322707225308533,0.3322707225308533,0.4981800937756101,0.4981800937756101,1.0,0.9986595174262736,0.9986595174262736
DFLD-BR-4,G_new,44,birch,100,60,0.10621924446676237,0.10621924446676237,0.5020577642331072,0.5020577642331072,0.49745655838918607,0.49745655838918607,0.9954341553129896,0.9954341553129896,0.335681022456857,0.335681022456857,0.5020577642331072,0.5020577642331072,1.0,0.9986595174262736,0.9986595174262736
DFLD-BR-4,G_new,44,agg,100,60,0.09987229142080703,0.09987229142080703,0.4988658815160631,0.4988658815160631,0.4942697889631322,0.4942697889631322,0.9950894510633054,0.9950894510633054,0.33287188493050035,0.33287188493050035,0.498865881516063,0.498865881516063,1.0,0.9986595174262736,0.9986595174262736
DFLD-BR-4,G_new,44,kmeans_distance_reject,100,60,0.098390237709642,0.0979416894338951,0.4981800937756102,0.5007002569121157,0.49358464259457596,0.4935111530773857,0.9950067033576954,1.0,0.3322707225308533,0.3339560746411509,0.4981800937756101,0.5007002569121158,0.6501340482573726,1.0,0.6501340482573726
DFLD-BR-4,G_new,55,all3,100,60,0.09832262238995884,0.11462486960680116,0.4985485062371194,0.5095142718868169,0.4939489081778169,0.503031704820288,0.9952290173429228,0.9940996430110332,0.33257374559170705,0.3425394529259649,0.4985485062371194,0.5095142718868167,0.6340482573726541,0.9983086680761101,0.6329758713136729
DFLD-BR-4,G_new,55,any2,100,60,0.09832262238995884,0.09871393078771036,0.4985485062371194,0.497998329120604,0.4939489081778169,0.4930193242312122,0.9952290173429228,0.9949708405980486,0.33257374559170705,0.3321130225569575,0.4985485062371194,0.4979983291206041,0.9297587131367292,0.998558246828143,0.9284182305630028
DFLD-BR-4,G_new,55,kmeans,100,60,0.09832262238995884,0.09832262238995884,0.4985485062371194,0.4985485062371194,0.4939489081778169,0.4939489081778169,0.9952290173429228,0.9952290173429228,0.33257374559170705,0.33257374559170705,0.4985485062371194,0.4985485062371194,1.0,0.9986595174262736,0.9986595174262736
DFLD-BR-4,G_new,55,birch,100,60,0.10503894832112537,0.10503894832112537,0.5018705974442539,0.5018705974442539,0.4972578633111687,0.4972578633111687,0.995075009839993,0.995075009839993,0.33555452170401856,0.33555452170401856,0.5018705974442539,0.5018705974442539,1.0,0.9986595174262736,0.9986595174262736
DFLD-BR-4,G_new,55,agg,100,60,0.10105748522479374,0.10105748522479374,0.4997809995133412,0.4997809995133412,0.4951768648900751,0.4951768648900751,0.9951033850126202,0.9951033850126202,0.3336856985570661,0.3336856985570661,0.4997809995133413,0.4997809995133413,1.0,0.9986595174262736,0.9986595174262736
DFLD-BR-4,G_new,55,kmeans_distance_reject,100,60,0.09832262238995884,0.0948055751224906,0.4985485062371194,0.4958912195377673,0.4939489081778169,0.4883845423427381,0.9952290173429228,0.998606058080458,0.33257374559170705,0.3298428584409576,0.4985485062371194,0.4958912195377673,0.6340482573726541,0.9995771670190274,0.6337801608579089
