dataset,dataset_code,seed,method,umap_dim,n_clusters,ari_all,ari_kept,nmi_all,nmi_kept,ami_all,ami_kept,homogeneity_all,homogeneity_kept,completeness_all,completeness_kept,v_measure_all,v_measure_kept,coverage,acc_kept,conservative_accuracy
PV-Fruit,F_new,33,kmeans_distance_reject,100,60,0.14143927682741042,0.197831578133031,0.6315707071444979,0.6702585362229524,0.6293720101033521,0.6670599494028996,0.9987390848867278,0.9996121327775512,0.4617987435845107,0.5041503705613852,0.6315707071444979,0.6702585362229524,0.6110394265232975,0.9998826841858284,0.6109677419354839
PV-Fruit,F_new,44,all3,100,60,0.1345299624231065,0.2272227013648501,0.6293827398926752,0.6911941249463524,0.6271782641818212,0.6886273339538711,0.9985171768446854,0.9989218030921516,0.4595099148443132,0.5284117060406778,0.6293827398926753,0.6911941249463525,0.5972759856630824,0.9996399423907826,0.5970609318996416
PV-Fruit,F_new,44,any2,100,60,0.1345299624231065,0.14345233161915286,0.6293827398926752,0.6364946893038683,0.6271782641818212,0.6342295110831493,0.9985171768446854,0.9984708378883814,0.4595099148443132,0.4671416027671876,0.6293827398926753,0.6364946893038682,0.9505376344086022,0.99947209653092,0.9500358422939068
PV-Fruit,F_new,44,kmeans,100,60,0.1345299624231065,0.1345299624231065,0.6293827398926752,0.6293827398926752,0.6271782641818212,0.6271782641818212,0.9985171768446854,0.9985171768446854,0.4595099148443132,0.4595099148443132,0.6293827398926753,0.6293827398926753,1.0,0.9994982078853046,0.9994982078853046
PV-Fruit,F_new,44,birch,100,60,0.14067801274021838,0.14067801274021838,0.6321385758434296,0.6321385758434296,0.6299385664534275,0.6299385664534275,0.998435411605772,0.998435411605772,0.4624713311943004,0.4624713311943004,0.6321385758434296,0.6321385758434296,1.0,0.9994982078853046,0.9994982078853046
PV-Fruit,F_new,44,agg,100,60,0.1490175589992775,0.1490175589992775,0.6362544875433518,0.6362544875433518,0.6340584939113284,0.6340584939113284,0.9985184131738278,0.9985184131738278,0.4668724770742927,0.4668724770742927,0.6362544875433519,0.6362544875433519,1.0,0.9994982078853046,0.9994982078853046
PV-Fruit,F_new,44,kmeans_distance_reject,100,60,0.1345299624231065,0.19370715737631067,0.6293827398926752,0.668352965784653,0.6271782641818212,0.6650412542701918,0.9985171768446854,0.9992882788849424,0.4595099148443132,0.5020789654390729,0.6293827398926753,0.6683529657846531,0.5972759856630824,0.999759961593855,0.5971326164874552
PV-Fruit,F_new,55,all3,100,60,0.13984434850445734,0.19866719861544355,0.6315634020637261,0.6780818571667975,0.6293632252280112,0.6754274904075817,0.9987510136773784,0.9983566761255128,0.4617883822402967,0.5133864552649845,0.6315634020637261,0.6780818571667975,0.59168458781362,0.9993942330991036,0.5913261648745519
PV-Fruit,F_new,55,any2,100,60,0.13984434850445734,0.1441729272386452,0.6315634020637261,0.6356206268476984,0.6293632252280112,0.6333612232672605,0.9987510136773784,0.9987117997970988,0.4617883822402967,0.4661480646843865,0.6315634020637261,0.6356206268476984,0.9597132616487455,0.9995518374663878,0.9592831541218638
PV-Fruit,F_new,55,kmeans,100,60,0.13984434850445734,0.13984434850445734,0.6315634020637261,0.6315634020637261,0.6293632252280112,0.6293632252280112,0.9987510136773784,0.9987510136773784,0.4617883822402967,0.4617883822402967,0.6315634020637261,0.6315634020637261,1.0,0.9995698924731182,0.9995698924731182
PV-Fruit,F_new,55,birch,100,60,0.1406387291964429,0.1406387291964429,0.632191845288442,0.632191845288442,0.629992739756873,0.629992739756873,0.9987111300762632,0.9987111300762632,0.4624692105880711,0.4624692105880711,0.6321918452884419,0.6321918452884419,1.0,0.9995698924731182,0.9995698924731182
PV-Fruit,F_new,55,agg,100,60,0.14169198629933194,0.14169198629933194,0.6330572722030076,0.6330572722030076,0.6308583159040246,0.6308583159040246,0.9988080494167568,0.9988080494167568,0.4633751853553421,0.4633751853553421,0.6330572722030076,0.6330572722030076,1.0,0.9995698924731182,0.9995698924731182
PV-Fruit,F_new,55,kmeans_distance_reject,100,60,0.13984434850445734,0.20827826922187287,0.6315634020637261,0.6760859791174744,0.6293632252280112,0.6728403009946947,0.9987510136773784,0.999604207801804,0.4617883822402967,0.5107753983496994,0.6315634020637261,0.6760859791174743,0.59168458781362,0.9998788466198208,0.5916129032258064
PV-Vegetable,V_new,11,all3,100,60,0.4652154479052525,0.5484086359203643,0.7990715284839064,0.8218823497377561,0.7978337699906715,0.8206670790817414,0.9858762613443292,0.984543553958008,0.6717817163760255,0.7053483380169467,0.7990715284839064,0.8218823497377561,0.8331849213416445,0.9891936824605154,0.8241812605125161
PV-Vegetable,V_new,11,any2,100,60,0.4652154479052525,0.4867946152909726,0.7990715284839064,0.8034119298337031,0.7978337699906715,0.8021799669714105,0.9858762613443292,0.9857161337231638,0.6717817163760255,0.6780156781186032,0.7990715284839064,0.803411929833703,0.9811022063916097,0.9904195240016136,0.971702780251311
PV-Vegetable,V_new,11,kmeans,100,60,0.4652154479052525,0.4652154479052525,0.7990715284839064,0.7990715284839064,0.7978337699906715,0.7978337699906715,0.9858762613443292,0.9858762613443292,0.6717817163760255,0.6717817163760255,0.7990715284839064,0.7990715284839064,1.0,0.9906005738597012,0.9906005738597012
PV-Vegetable,V_new,11,birch,100,60,0.4395864293478225,0.4395864293478225,0.7911211284244496,0.7911211284244496,0.7898509488738004,0.7898509488738004,0.9856030399778808,0.9856030399778808,0.660741744188897,0.660741744188897,0.7911211284244497,0.7911211284244497,1.0,0.989759572573464,0.989759572573464
PV-Vegetable,V_new,11,agg,100,60,0.4801428697790053,0.4801428697790053,0.8038512857206357,0.8038512857206357,0.8026349045515909,0.8026349045515909,0.9861973110422876,0.9861973110422876,0.6784138437880535,0.6784138437880535,0.8038512857206357,0.8038512857206357,1.0,0.9908479271791828,0.9908479271791828
PV-Vegetable,V_new,11,kmeans_distance_reject,100,60,0.4652154479052525,0.5366549476982072,0.7990715284839064,0.8154832232820933,0.7978337699906715,0.8141235868946789,0.9858762613443292,0.990897498293382,0.6717817163760255,0.6928338582751866,0.7990715284839064,0.8154832232820933,0.8331849213416445,0.9952499703123144,0.8292272682299396
PV-Vegetable,V_new,22,all3,100,60,0.4602804309489549,0.512499738921237,0.7959819952563734,0.8095940514440964,0.7947330282992724,0.8083274831214066,0.9860959920853972,0.9856022890405952,0.667325275836912,0.686923656422958,0.7959819952563733,0.8095940514440962,0.8631146729989116,0.9899123058405456,0.8544078361531612
PV-Vegetable,V_new,22,any2,100,60,0.4602804309489549,0.4623320598895618,0.7959819952563734,0.7964834945999467,0.7947330282992724,0.795234929851999,0.9860959920853972,0.98607590152262,0.667325275836912,0.668039764569426,0.7959819952563733,0.7964834945999466,0.9975264668051845,0.9906764530847054,0.9882259819926784
PV-Vegetable,V_new,22,kmeans,100,60,0.4602804309489549,0.4602804309489549,0.7959819952563734,0.7959819952563734,0.7947330282992724,0.7947330282992724,0.9860959920853972,0.9860959920853972,0.667325275836912,0.667325275836912,0.7959819952563733,0.7959819952563733,1.0,0.9906995151874938,0.9906995151874938
PV-Vegetable,V_new,22,birch,100,60,0.4480100887214066,0.4480100887214066,0.7932040749533462,0.7932040749533462,0.7919452087834883,0.7919452087834883,0.9862818438443928,0.9862818438443928,0.6633454029982689,0.6633454029982689,0.7932040749533463,0.7932040749533463,1.0,0.9908973978430792,0.9908973978430792
PV-Vegetable,V_new,22,agg,100,60,0.4753516939208015,0.4753516939208015,0.8024607716299679,0.8024607716299679,0.8012394092400125,0.8012394092400125,0.986617515861659,0.986617515861659,0.6762378368472691,0.6762378368472691,0.8024607716299679,0.8024607716299679,1.0,0.9910458098347679,0.9910458098347679
PV-Vegetable,V_new,22,kmeans_distance_reject,100,60,0.4602804309489549,0.5171257648972023,0.7959819952563734,0.8096918089122735,0.7947330282992724,0.8083419074684031,0.9860959920853972,0.9896037031003856,0.667325275836912,0.6851332417689651,0.7959819952563733,0.8096918089122735,0.8631146729989116,0.9946695706998336,0.8585139012565549
PV-Vegetable,V_new,33,all3,100,60,0.3973674286554235,0.5367216989103102,0.7744725286193008,0.8196873197204815,0.7731487979921998,0.8184699403087315,0.9878124803307132,0.9906515350312132,0.636916355522644,0.6990474270753302,0.7744725286193009,0.8196873197204815,0.7411694864945088,0.9949939927913496,0.7374591867022855
PV-Vegetable,V_new,33,any2,100,60,0.3973674286554235,0.40463268582084405,0.7744725286193008,0.7765831699152149,0.7731487979921998,0.7752115683995412,0.9878124803307132,0.9882586132013464,0.636916355522644,0.6395893194185084,0.7744725286193009,0.7765831699152149,0.9542396358959138,0.9926382912540826,0.9472148016226378
PV-Vegetable,V_new,33,kmeans,100,60,0.3973674286554235,0.3973674286554235,0.7744725286193008,0.7744725286193008,0.7731487979921998,0.7731487979921998,0.9878124803307132,0.9878124803307132,0.636916355522644,0.636916355522644,0.7744725286193009,0.7744725286193009,1.0,0.99262887107945,0.99262887107945
PV-Vegetable,V_new,33,birch,100,60,0.3613657347044236,0.3613657347044236,0.7626800962141183,0.7626800962141183,0.7613129364331129,0.7613129364331129,0.9863386908359912,0.9863386908359912,0.621704607661037,0.621704607661037,0.7626800962141181,0.7626800962141181,1.0,0.9890669832789156,0.9890669832789156
PV-Vegetable,V_new,33,agg,100,60,0.4392823747030931,0.4392823747030931,0.7864718029498069,0.7864718029498069,0.7851890501138269,0.7851890501138269,0.9859999308278848,0.9859999308278848,0.6541061070735256,0.6541061070735256,0.7864718029498068,0.7864718029498068,1.0,0.9890175126150192,0.9890175126150192
PV-Vegetable,V_new,33,kmeans_distance_reject,100,60,0.3973674286554235,0.4497443159980081,0.7744725286193008,0.7926783507780806,0.7731487979921998,0.7910366847782416,0.9878124803307132,0.9936536923155465,0.636916355522644,0.6593241481239189,0.7744725286193009,0.7926783507780806,0.7411694864945088,0.9966626618608998,0.7386959532996933
PV-Vegetable,V_new,44,all3,100,60,0.4432412728667562,0.5132373063095103,0.7897003665645689,0.8074956626021756,0.7884266597555943,0.8061917211241892,0.985916577711378,0.9848499908927676,0.658622017897654,0.6842704702031265,0.7897003665645689,0.8074956626021755,0.8057287028791926,0.9891938355743845,0.7970218660334422
PV-Vegetable,V_new,44,any2,100,60,0.4432412728667562,0.4561110465777219,0.7897003665645689,0.79261956937659,0.7884266597555943,0.7913543913055426,0.985916577711378,0.9856178437000284,0.658622017897654,0.6628281922306488,0.7897003665645689,0.7926195693765898,0.976501434649253,0.9903743857338264,0.9671020085089542
PV-Vegetable,V_new,44,kmeans,100,60,0.4432412728667562,0.4432412728667562,0.7897003665645689,0.7897003665645689,0.7884266597555943,0.7884266597555943,0.985916577711378,0.985916577711378,0.658622017897654,0.658622017897654,0.7897003665645689,0.7897003665645689,1.0,0.9906005738597012,0.9906005738597012
PV-Vegetable,V_new,44,birch,100,60,0.39423842643938906,0.39423842643938906,0.774338788445006,0.774338788445006,0.7730104634332192,0.7730104634332192,0.9865802071639724,0.9865802071639724,0.6372485329137452,0.6372485329137452,0.7743387884450059,0.7743387884450059,1.0,0.9909468685069752,0.9909468685069752
PV-Vegetable,V_new,44,agg,100,60,0.4538535502004132,0.4538535502004132,0.7918936055091141,0.7918936055091141,0.7906321260831619,0.7906321260831619,0.9865237555252198,0.9865237555252198,0.6614056390265438,0.6614056390265438,0.7918936055091141,0.7918936055091141,1.0,0.9909468685069752,0.9909468685069752
PV-Vegetable,V_new,44,kmeans_distance_reject,100,60,0.4432412728667562,0.5106210550409376,0.7897003665645689,0.8091399655147955,0.7884266597555943,0.8077062207239636,0.985916577711378,0.9924859347900656,0.658622017897654,0.6829718025794704,0.7897003665645689,0.8091399655147955,0.8057287028791926,0.9965616749554859,0.8029583457009993
PV-Vegetable,V_new,55,all3,100,60,0.4719491154416153,0.5284121224865664,0.8013580933818041,0.8154743367422373,0.8001302118592908,0.8142488975933064,0.9860715566912506,0.9859370911961479,0.6749287094633801,0.6952667786467797,0.8013580933818041,0.8154743367422373,0.8877510636192738,0.9901922541097798,0.8790442267735233
PV-Vegetable,V_new,55,any2,100,60,0.4719491154416153,0.4732031928265517,0.8013580933818041,0.8015917487643938,0.8001302118592908,0.8003638955515028,0.9860715566912506,0.9860600889618879,0.6749287094633801,0.6752656419164238,0.8013580933818041,0.8015917487643938,0.998565350747007,0.9907356948228884,0.9893143365983972
PV-Vegetable,V_new,55,kmeans,100,60,0.4719491154416153,0.4719491154416153,0.8013580933818041,0.8013580933818041,0.8001302118592908,0.8001302118592908,0.9860715566912506,0.9860715566912506,0.6749287094633801,0.6749287094633801,0.8013580933818041,0.8013580933818041,1.0,0.9907489858513902,0.9907489858513902
PV-Vegetable,V_new,55,birch,100,60,0.456030530346229,0.456030530346229,0.7970695288290716,0.7970695288290716,0.7958231079456397,0.7958231079456397,0.985313732665106,0.985313732665106,0.6692158335068502,0.6692158335068502,0.7970695288290717,0.7970695288290717,1.0,0.990254279212427,0.990254279212427
PV-Vegetable,V_new,55,agg,100,60,0.4831545935530589,0.4831545935530589,0.8039932959024482,0.8039932959024482,0.8027791256065642,0.8027791256065642,0.986710008490116,0.986710008490116,0.6783736146329552,0.6783736146329552,0.8039932959024481,0.8039932959024481,1.0,0.9910458098347679,0.9910458098347679
PV-Vegetable,V_new,55,kmeans_distance_reject,100,60,0.4719491154416153,0.519418386211303,0.8013580933818041,0.8137443316739469,0.8001302118592908,0.8124452537556099,0.9860715566912506,0.9908343076285866,0.6749287094633801,0.6903579391183933,0.8013580933818041,0.8137443316739468,0.8877510636192738,0.9953747561994984,0.8836449985158801
MCLD-11,M_new,11,all3,100,60,0.2694385913078157,0.3170693931681036,0.6612739022288778,0.6883825088884018,0.6541799036189822,0.6801773598753402,0.8986535946331591,0.9124883178842346,0.5230974972791377,0.5526519825689615,0.6612739022288778,0.688382508888402,0.7290375877736472,0.9118980169971672,0.6648079306071871
MCLD-11,M_new,11,any2,100,60,0.2694385913078157,0.2710325963095906,0.6612739022288778,0.662240101806853,0.6541799036189822,0.6550684662346514,0.8986535946331591,0.8996162223521471,0.5230974972791377,0.523980607608473,0.6612739022288778,0.6622401018068531,0.9880214787277984,0.8944397993311036,0.8837257331681123
MCLD-11,M_new,11,kmeans,100,60,0.2694385913078157,0.2694385913078157,0.6612739022288778,0.6612739022288778,0.6541799036189822,0.6541799036189822,0.8986535946331591,0.8986535946331591,0.5230974972791377,0.5230974972791377,0.6612739022288778,0.6612739022288778,1.0,0.8921933085501859,0.8921933085501859
MCLD-11,M_new,11,birch,100,60,0.2863943628497655,0.2863943628497655,0.6676059246771235,0.6676059246771235,0.6606140931796999,0.6606140931796999,0.904147219435372,0.904147219435372,0.5291664051707495,0.5291664051707495,0.6676059246771235,0.6676059246771235,1.0,0.9039653035935564,0.9039653035935564
MCLD-11,M_new,11,agg,100,60,0.2616715024546322,0.2616715024546322,0.6596397364130262,0.6596397364130262,0.6525033204056743,0.6525033204056743,0.8960161574960168,0.8960161574960168,0.5219460751801877,0.5219460751801877,0.6596397364130262,0.6596397364130262,1.0,0.8870301528294093,0.8870301528294093
MCLD-11,M_new,11,kmeans_distance_reject,100,60,0.2694385913078157,0.2680165313247721,0.6612739022288778,0.6695689376194784,0.6541799036189822,0.6600917591755848,0.8986535946331591,0.9073977002204646,0.5230974972791377,0.5305198001084771,0.6612739022288778,0.6695689376194783,0.7290375877736472,0.9039660056657224,0.6590251961999174
MCLD-11,M_new,22,all3,100,60,0.2401757549837789,0.30834824800829835,0.6536654288445871,0.6869419025007165,0.6464742519773994,0.6790009203749999,0.8936691566760476,0.906828790934626,0.5152814718661998,0.5528801154486291,0.653665428844587,0.6869419025007165,0.7342007434944238,0.9049226441631504,0.664394878149525
MCLD-11,M_new,22,any2,100,60,0.2401757549837789,0.24473704546125225,0.6536654288445871,0.6561758309847443,0.6464742519773994,0.6488829876831158,0.8936691566760476,0.8951950033773843,0.5152814718661998,0.5178963001725432,0.653665428844587,0.6561758309847444,0.979760429574556,0.8935497470489039,0.8754646840148699
MCLD-11,M_new,22,kmeans,100,60,0.2401757549837789,0.2401757549837789,0.6536654288445871,0.6536654288445871,0.6464742519773994,0.6464742519773994,0.8936691566760476,0.8936691566760476,0.5152814718661998,0.5152814718661998,0.653665428844587,0.653665428844587,1.0,0.8909541511771994,0.8909541511771994
MCLD-11,M_new,22,birch,100,60,0.26193205193474434,0.26193205193474434,0.6587422244081084,0.6587422244081084,0.651604630966306,0.651604630966306,0.8955432351395562,0.8955432351395562,0.5209830357866893,0.5209830357866893,0.6587422244081084,0.6587422244081084,1.0,0.8864105741429161,0.8864105741429161
MCLD-11,M_new,22,agg,100,60,0.263264513364432,0.263264513364432,0.6591288719946397,0.6591288719946397,0.6519763367672347,0.6519763367672347,0.8944341423310441,0.8944341423310441,0.5218436753624119,0.5218436753624119,0.6591288719946395,0.6591288719946395,1.0,0.8923998347790171,0.8923998347790171
MCLD-11,M_new,22,kmeans_distance_reject,100,60,0.2401757549837789,0.26605476947528905,0.6536654288445871,0.6734339357424228,0.6464742519773994,0.6641414523835427,0.8936691566760476,0.9125008527821704,0.5152814718661998,0.5336282038810828,0.653665428844587,0.6734339357424228,0.7342007434944238,0.9102672292545709,0.6683188764973151
MCLD-11,M_new,33,all3,100,60,0.24279457418290565,0.2782718170235733,0.6567167516703265,0.6730850510424281,0.6495793879138455,0.6643808453246128,0.8976324158204487,0.9023656033345286,0.5177561270199762,0.5367126421624547,0.6567167516703265,0.673085051042428,0.7360594795539033,0.8945005611672279,0.6584056175134242
MCLD-11,M_new,33,any2,100,60,0.24279457418290565,0.2494561272640969,0.6567167516703265,0.6607139772470154,0.6495793879138455,0.6536583224810864,0.8976324158204487,0.9001651170602682,0.5177561270199762,0.5218876714724883,0.6567167516703265,0.6607139772470153,0.9828583230070219,0.8940953981928976,0.8787691036761669
MCLD-11,M_new,33,kmeans,100,60,0.24279457418290565,0.24279457418290565,0.6567167516703265,0.6567167516703265,0.6495793879138455,0.6495793879138455,0.8976324158204487,0.8976324158204487,0.5177561270199762,0.5177561270199762,0.6567167516703265,0.6567167516703265,1.0,0.8905410987195373,0.8905410987195373
MCLD-11,M_new,33,birch,100,60,0.26669373298188026,0.26669373298188026,0.6607174552566952,0.6607174552566952,0.6536217942635892,0.6536217942635892,0.8984447211564519,0.8984447211564519,0.5224720523072838,0.5224720523072838,0.6607174552566951,0.6607174552566951,1.0,0.8915737298636927,0.8915737298636927
MCLD-11,M_new,33,agg,100,60,0.24978410065227385,0.24978410065227385,0.6567891786029307,0.6567891786029307,0.6496400399553367,0.6496400399553367,0.8959188520495569,0.8959188520495569,0.5184181942135724,0.5184181942135724,0.6567891786029308,0.6567891786029308,1.0,0.8888888888888888,0.8888888888888888
MCLD-11,M_new,33,kmeans_distance_reject,100,60,0.24279457418290565,0.25740517608770724,0.6567167516703265,0.6714186439942478,0.6495793879138455,0.6619197887782067,0.8976324158204487,0.9149358204711232,0.5177561270199762,0.5302804425737623,0.6567167516703265,0.6714186439942478,0.7360594795539033,0.9110549943883276,0.6705906650144569
MCLD-11,M_new,44,all3,100,60,0.24437440752217104,0.2747085796918426,0.6553801356025264,0.672404858113299,0.6482085560772282,0.6639108936059781,0.8948251085496028,0.9047123816315272,0.5170290661356046,0.5350240552949415,0.6553801356025264,0.6724048581132991,0.7554729450640231,0.8996719518862767,0.6796778190830235
MCLD-11,M_new,44,any2,100,60,0.24437440752217104,0.2467635167669655,0.6553801356025264,0.6581312111597426,0.6482085560772282,0.6508212040127146,0.8948251085496028,0.900131328776515,0.5170290661356046,0.5186833122240511,0.6553801356025264,0.6581312111597427,0.9760429574555969,0.8948370715192552,0.8733994217265593
MCLD-11,M_new,44,kmeans,100,60,0.24437440752217104,0.24437440752217104,0.6553801356025264,0.6553801356025264,0.6482085560772282,0.6482085560772282,0.8948251085496028,0.8948251085496028,0.5170290661356046,0.5170290661356046,0.6553801356025264,0.6553801356025264,1.0,0.8855844692275919,0.8855844692275919
MCLD-11,M_new,44,birch,100,60,0.2641614882620565,0.2641614882620565,0.6611775934818566,0.6611775934818566,0.6541009280397774,0.6541009280397774,0.9002129279216624,0.9002129279216624,0.5224503183096816,0.5224503183096816,0.6611775934818566,0.6611775934818566,1.0,0.8940520446096655,0.8940520446096655
MCLD-11,M_new,44,agg,100,60,0.24921410366305435,0.24921410366305435,0.6580800563811691,0.6580800563811691,0.6509574434319012,0.6509574434319012,0.8980103619778605,0.8980103619778605,0.5193264697190794,0.5193264697190794,0.6580800563811691,0.6580800563811691,1.0,0.8940520446096655,0.8940520446096655
MCLD-11,M_new,44,kmeans_distance_reject,100,60,0.24437440752217104,0.25389463889666153,0.6553801356025264,0.6660530754192273,0.6482085560772282,0.6567316697115347,0.8948251085496028,0.9083580336520678,0.5170290661356046,0.5257965765498752,0.6553801356025264,0.6660530754192272,0.7554729450640231,0.9065062875888464,0.6848409748038001
MCLD-11,M_new,55,all3,100,60,0.2472534203022388,0.3078422584228981,0.6552787593345331,0.6881110750871899,0.6481247294801155,0.680288138707148,0.8960331858386521,0.9057270849198856,0.5165006268223475,0.5548089813798867,0.6552787593345332,0.6881110750871899,0.7133415943824866,0.9030110017371163,0.6441553077240809
MCLD-11,M_new,55,any2,100,60,0.2472534203022388,0.2490589591523299,0.6552787593345331,0.6567079548307585,0.6481247294801155,0.649326983978007,0.8960331858386521,0.8970477327605872,0.5165006268223475,0.5179399074016385,0.6552787593345332,0.6567079548307586,0.9661296984717059,0.8937580162462591,0.8634861627426683
MCLD-11,M_new,55,kmeans,100,60,0.2472534203022388,0.2472534203022388,0.6552787593345331,0.6552787593345331,0.6481247294801155,0.6481247294801155,0.8960331858386521,0.8960331858386521,0.5165006268223475,0.5165006268223475,0.6552787593345332,0.6552787593345332,1.0,0.8913672036348617,0.8913672036348617
MCLD-11,M_new,55,birch,100,60,0.2651552119557451,0.2651552119557451,0.6601799638219747,0.6601799638219747,0.6530739632623411,0.6530739632623411,0.8982405692464258,0.8982405692464258,0.5218690605334404,0.5218690605334404,0.6601799638219747,0.6601799638219747,1.0,0.8952912019826518,0.8952912019826518
MCLD-11,M_new,55,agg,100,60,0.2493300935729436,0.2493300935729436,0.6579919002114232,0.6579919002114232,0.6508680728134664,0.6508680728134664,0.8978031249390538,0.8978031249390538,0.5192859815520856,0.5192859815520856,0.6579919002114232,0.6579919002114232,1.0,0.895910780669145,0.895910780669145
