dataset,dataset_code,seed,method,umap_dim,n_clusters,acc_kept,coverage,rejection_rate,conservative_accuracy,ari_all,ari_kept,nmi_all,nmi_kept,ami_all,ami_kept,homogeneity,homogeneity_all,homogeneity_kept,completeness,completeness_all,completeness_kept,v_measure,v_measure_all,v_measure_kept,n_samples,n_kept,n_rejected,reduction,subset
PV-Vegetable,V_new,44,any2,100,60,0.9903743857338264,0.976501434649253,0.02349856535074701,0.9671020085089542,0.4432412728667562,0.4561110465777219,0.7897003665645689,0.79261956937659,0.7884266597555943,0.7913543913055426,0.9856178437000284,0.985916577711378,0.9856178437000284,0.6628281922306488,0.658622017897654,0.6628281922306488,0.7926195693765898,0.7897003665645689,0.7926195693765898,20214,19739,475,umap,exact_dedup_clean
PV-Vegetable,V_new,44,kmeans,100,60,0.9906005738597012,1.0,0.0,0.9906005738597012,0.4432412728667562,0.4432412728667562,0.7897003665645689,0.7897003665645689,0.7884266597555943,0.7884266597555943,0.985916577711378,0.985916577711378,0.985916577711378,0.658622017897654,0.658622017897654,0.658622017897654,0.7897003665645689,0.7897003665645689,0.7897003665645689,20214,20214,0,umap,exact_dedup_clean
PV-Vegetable,V_new,44,birch,100,60,0.9909468685069752,1.0,0.0,0.9909468685069752,0.39423842643938906,0.39423842643938906,0.774338788445006,0.774338788445006,0.7730104634332192,0.7730104634332192,0.9865802071639724,0.9865802071639724,0.9865802071639724,0.6372485329137452,0.6372485329137452,0.6372485329137452,0.7743387884450059,0.7743387884450059,0.7743387884450059,20214,20214,0,umap,exact_dedup_clean
PV-Vegetable,V_new,44,agg,100,60,0.9909468685069752,1.0,0.0,0.9909468685069752,0.4538535502004132,0.4538535502004132,0.7918936055091141,0.7918936055091141,0.7906321260831619,0.7906321260831619,0.9865237555252198,0.9865237555252198,0.9865237555252198,0.6614056390265438,0.6614056390265438,0.6614056390265438,0.7918936055091141,0.7918936055091141,0.7918936055091141,20214,20214,0,umap,exact_dedup_clean
PV-Vegetable,V_new,44,kmeans_distance_reject,100,60,0.9965616749554859,0.8057287028791926,0.19427129712080735,0.8029583457009993,0.4432412728667562,0.5106210550409376,0.7897003665645689,0.8091399655147955,0.7884266597555943,0.8077062207239636,0.9924859347900656,0.985916577711378,0.9924859347900656,0.6829718025794704,0.658622017897654,0.6829718025794704,0.8091399655147955,0.7897003665645689,0.8091399655147955,20214,16287,3927,umap,exact_dedup_clean
PV-Vegetable,V_new,55,all3,100,60,0.9901922541097798,0.8877510636192738,0.11224893638072624,0.8790442267735233,0.4719491154416153,0.5284121224865664,0.8013580933818041,0.8154743367422373,0.8001302118592908,0.8142488975933064,0.9859370911961479,0.9860715566912506,0.9859370911961479,0.6952667786467797,0.6749287094633801,0.6952667786467797,0.8154743367422373,0.8013580933818041,0.8154743367422373,20214,17945,2269,umap,exact_dedup_clean
PV-Vegetable,V_new,55,any2,100,60,0.9907356948228884,0.998565350747007,0.0014346492529929752,0.9893143365983972,0.4719491154416153,0.4732031928265517,0.8013580933818041,0.8015917487643938,0.8001302118592908,0.8003638955515028,0.9860600889618879,0.9860715566912506,0.9860600889618879,0.6752656419164238,0.6749287094633801,0.6752656419164238,0.8015917487643938,0.8013580933818041,0.8015917487643938,20214,20185,29,umap,exact_dedup_clean
PV-Vegetable,V_new,55,kmeans,100,60,0.9907489858513902,1.0,0.0,0.9907489858513902,0.4719491154416153,0.4719491154416153,0.8013580933818041,0.8013580933818041,0.8001302118592908,0.8001302118592908,0.9860715566912506,0.9860715566912506,0.9860715566912506,0.6749287094633801,0.6749287094633801,0.6749287094633801,0.8013580933818041,0.8013580933818041,0.8013580933818041,20214,20214,0,umap,exact_dedup_clean
PV-Vegetable,V_new,55,birch,100,60,0.990254279212427,1.0,0.0,0.990254279212427,0.456030530346229,0.456030530346229,0.7970695288290716,0.7970695288290716,0.7958231079456397,0.7958231079456397,0.985313732665106,0.985313732665106,0.985313732665106,0.6692158335068502,0.6692158335068502,0.6692158335068502,0.7970695288290717,0.7970695288290717,0.7970695288290717,20214,20214,0,umap,exact_dedup_clean
PV-Vegetable,V_new,55,agg,100,60,0.9910458098347679,1.0,0.0,0.9910458098347679,0.4831545935530589,0.4831545935530589,0.8039932959024482,0.8039932959024482,0.8027791256065642,0.8027791256065642,0.986710008490116,0.986710008490116,0.986710008490116,0.6783736146329552,0.6783736146329552,0.6783736146329552,0.8039932959024481,0.8039932959024481,0.8039932959024481,20214,20214,0,umap,exact_dedup_clean
PV-Vegetable,V_new,55,kmeans_distance_reject,100,60,0.9953747561994984,0.8877510636192738,0.11224893638072624,0.8836449985158801,0.4719491154416153,0.519418386211303,0.8013580933818041,0.8137443316739469,0.8001302118592908,0.8124452537556099,0.9908343076285866,0.9860715566912506,0.9908343076285866,0.6903579391183933,0.6749287094633801,0.6903579391183933,0.8137443316739468,0.8013580933818041,0.8137443316739468,20214,17945,2269,umap,exact_dedup_clean
MCLD-11,M_new,11,all3,100,60,0.9118980169971672,0.7290375877736472,0.2709624122263528,0.6648079306071871,0.2694385913078157,0.3170693931681036,0.6612739022288778,0.6883825088884018,0.6541799036189822,0.6801773598753402,0.9124883178842346,0.8986535946331591,0.9124883178842346,0.5526519825689615,0.5230974972791377,0.5526519825689615,0.688382508888402,0.6612739022288778,0.688382508888402,4842,3530,1312,umap,exact_dedup_clean
MCLD-11,M_new,11,any2,100,60,0.8944397993311036,0.9880214787277984,0.011978521272201571,0.8837257331681123,0.2694385913078157,0.2710325963095906,0.6612739022288778,0.662240101806853,0.6541799036189822,0.6550684662346514,0.8996162223521471,0.8986535946331591,0.8996162223521471,0.523980607608473,0.5230974972791377,0.523980607608473,0.6622401018068531,0.6612739022288778,0.6622401018068531,4842,4784,58,umap,exact_dedup_clean
MCLD-11,M_new,11,kmeans,100,60,0.8921933085501859,1.0,0.0,0.8921933085501859,0.2694385913078157,0.2694385913078157,0.6612739022288778,0.6612739022288778,0.6541799036189822,0.6541799036189822,0.8986535946331591,0.8986535946331591,0.8986535946331591,0.5230974972791377,0.5230974972791377,0.5230974972791377,0.6612739022288778,0.6612739022288778,0.6612739022288778,4842,4842,0,umap,exact_dedup_clean
