bootstrap_reps,ci95_high,ci95_low,ci_excludes_zero,ci_method,comparison,dataset,mean_diff,metric,n_seed_pairs,sampling_unit,seed_diff_std,seed_diffs
20000,0.06319922078237229,0.03661323349348794,1,percentile,DINOv2+UMAP+all3 - DINOv2+UMAP+any2,M_new,0.04933678811970034,ari_kept,5,random_seed,0.01740862769135565,0.05541712;0.03529430;0.03159994;0.07509490;0.04927769
20000,0.0362964914026032,0.02222743356081438,1,percentile,DINOv2+UMAP+all3 - DINOv2+UMAP+any2,M_new,0.02890446337495529,nmi_kept,5,random_seed,0.009441604224890179,0.03086701;0.02082516;0.01992013;0.04326343;0.02964658
20000,-0.2656340355225114,-0.30689797604295743,1,percentile,DINOv2+UMAP+all3 - DINOv2+UMAP+any2,M_new,-0.2818669971086328,coverage,5,random_seed,0.027706246026488194,-0.27819083;-0.26125568;-0.26621231;-0.33002891;-0.27364725
20000,0.0003343492344296983,-0.00032377635947329343,0,percentile,DINOv2+UMAP+all3 - DINOv2+UMAP+KMeans,G_new,-2.2131211871845303e-05,acc_kept,5,random_seed,0.0003956854269517143,-0.00006755;0.00060770;-0.00049217;-0.00007483;-0.00008381
20000,0.03080381501519124,0.024968667326615318,1,percentile,DINOv2+UMAP+all3 - DINOv2+UMAP+KMeans,G_new,0.02860045367679962,ari_kept,5,random_seed,0.004058044610005614,0.02970149;0.03085951;0.02986113;0.02142744;0.03115269
20000,0.025499432178204617,0.01886483682889458,1,percentile,DINOv2+UMAP+all3 - DINOv2+UMAP+KMeans,G_new,0.0224558995521039,nmi_kept,5,random_seed,0.0041483329430035696,0.02381352;0.02753433;0.02239823;0.01603748;0.02249594
20000,-0.38386058981233245,-0.4098659517426274,1,percentile,DINOv2+UMAP+all3 - DINOv2+UMAP+KMeans,G_new,-0.394798927613941,coverage,5,random_seed,0.01695124886973359,-0.38498660;-0.42305630;-0.37962466;-0.39008043;-0.39624665
20000,0.00035253024105788013,-0.0003223381863130204,0,percentile,DINOv2+UMAP+all3 - DINOv2+UMAP+any2,G_new,-1.9925446779289756e-05,acc_kept,5,random_seed,0.0004351432691644641,-0.00030220;0.00069139;-0.00043340;-0.00000930;-0.00004611
20000,0.0303833867152686,0.02279672632235737,1,percentile,DINOv2+UMAP+all3 - DINOv2+UMAP+any2,G_new,0.027382711325088266,ari_kept,5,random_seed,0.0051275757261334595,0.02771662;0.03029879;0.02955404;0.01846145;0.03088265
20000,0.025079560311150682,0.016869298569311898,1,percentile,DINOv2+UMAP+all3 - DINOv2+UMAP+any2,G_new,0.021403601426788543,nmi_kept,5,random_seed,0.005073041506917756,0.02196285;0.02727092;0.02162220;0.01328113;0.02288092
20000,-0.31576407506702414,-0.34611260053619297,1,percentile,DINOv2+UMAP+all3 - DINOv2+UMAP+any2,G_new,-0.33093833780160853,coverage,5,random_seed,0.01918211359627197,-0.32627346;-0.35067024;-0.31152815;-0.31474531;-0.35147453
