calinski_harabasz,dataset,davies_bouldin,dim,k,method,reduction,seed,silhouette,subset
29232.072,V_new,0.5676979910988933,100,30,all3,umap,44,0.72081226,exact_dedup_clean
21846.215,V_new,0.8422318913382154,100,30,all3,umap,55,0.80952245,exact_dedup_clean
22279.383,V_new,0.48444804648884426,200,15,all3,umap,11,0.8019657,exact_dedup_clean
22645.715,V_new,0.47313177365096004,200,15,all3,umap,22,0.80358243,exact_dedup_clean
28118.69,V_new,0.45893385298976214,200,15,all3,umap,33,0.8065978,exact_dedup_clean
27553.879,V_new,0.3641698059835712,200,15,all3,umap,44,0.8188392,exact_dedup_clean
20650.936,V_new,0.5143124648553565,200,15,all3,umap,55,0.80036,exact_dedup_clean
20621.42,V_new,1.1499570991028996,200,20,all3,umap,11,0.7981944,exact_dedup_clean
21115.938,V_new,1.198451885268472,200,20,all3,umap,22,0.79057324,exact_dedup_clean
28270.924,V_new,1.1643718624967105,200,20,all3,umap,33,0.79746705,exact_dedup_clean
26645.5,V_new,0.7656736447434414,200,20,all3,umap,44,0.801615,exact_dedup_clean
19525.375,V_new,1.1286183034453756,200,20,all3,umap,55,0.7526963,exact_dedup_clean
49765.27,M_new_drop5_drop7,0.6248376336006256,100,20,all3,umap,11,0.6046523,exact_dedup_clean
49765.27,M_new_drop5_drop7,0.6248376336006256,100,20,any2,umap,11,0.6046523,exact_dedup_clean
49765.27,M_new_drop5_drop7,0.6248376336006256,100,20,kmeans,umap,11,0.6046523,exact_dedup_clean
49043.023,M_new_drop5_drop7,0.6342070115579002,100,20,birch,umap,11,0.60039127,exact_dedup_clean
48449.9,M_new_drop5_drop7,0.641171793112077,100,20,agg,umap,11,0.5961713,exact_dedup_clean
46408.324,M_new_drop5_drop7,0.5768144108182368,100,20,all3,umap,22,0.60941625,exact_dedup_clean
46408.324,M_new_drop5_drop7,0.5768144108182368,100,20,any2,umap,22,0.60941625,exact_dedup_clean
46408.324,M_new_drop5_drop7,0.5768144108182368,100,20,kmeans,umap,22,0.60941625,exact_dedup_clean
44056.773,M_new_drop5_drop7,0.6547822049790939,100,20,birch,umap,22,0.58823043,exact_dedup_clean
45930.723,M_new_drop5_drop7,0.578712555636739,100,20,agg,umap,22,0.6059199,exact_dedup_clean
46711.824,M_new_drop5_drop7,0.6085994856619417,100,20,all3,umap,33,0.5984095,exact_dedup_clean
46711.824,M_new_drop5_drop7,0.6085994856619417,100,20,any2,umap,33,0.5984095,exact_dedup_clean
46711.824,M_new_drop5_drop7,0.6085994856619417,100,20,kmeans,umap,33,0.5984095,exact_dedup_clean
